tconst,titleType,primaryTitle,year,runtimeMinutes,averageRating,numVotes,d1,dn1,d2,dn2,w1,wn1,w2,wn2,w3,wn3
tt5252606,movie,Badass Monster Killer,2015,96,5.2,78,nm2153158,Darin Wood,NA,NA,nm2153158,Darin Wood,NA,NA,NA,NA
tt5253186,movie,Monsters,2015,87,4,6,nm7774731,NA,NA,NA,nm7774731,NA,nm7774733,NA,nm7774734,NA
tt5265284,movie,Gassal,2015,102,3.2,30,nm4692000,Alper Kivicim,NA,NA,nm4692000,Alper Kivicim,NA,NA,NA,NA
tt5271432,movie,Adi Kapyare Kootamani,2015,131,6.3,1027,nm7792149,NA,NA,NA,nm7792150,NA,nm7792149,NA,NA,NA
tt5277828,movie,Death Forest 3,2015,64,1,289,nm5193859,NA,NA,NA,nm7796972,NA,nm5193859,NA,NA,NA
tt5277836,movie,The Lurking,2015,62,4.9,15,nm6713838,NA,NA,NA,nm6713838,NA,NA,NA,NA,NA
tt5284746,movie,Where the Journey Ends,2015,102,4.4,28,nm6644263,NA,nm6623768,NA,nm6619565,NA,NA,NA,NA,NA
tt5293828,movie,"Buy Now, Die Later",2015,118,5.6,33,nm5954876,NA,NA,NA,nm5942686,NA,NA,NA,NA,NA
tt5297660,movie,Everything You Know is Backwards,2015,103,6.2,5,nm7043516,NA,NA,NA,nm7043516,NA,NA,NA,NA,NA
tt5298892,movie,Bye Felicia,2015,70,4.7,21,nm3495508,NA,nm5058168,Jonathan Correia,nm5165080,Jerry Bradshaw,nm3495508,NA,nm5058168,Jonathan Correia
tt5351982,movie,Dark Passenger: Volume 1,2015,100,5.3,7,nm0305165,Nyle Cavazos Garcia,NA,NA,nm0305165,Nyle Cavazos Garcia,nm3433814,Randall L. Frame,nm4341486,Frank Kyazze
tt5352216,movie,Hannas: Karanlikta Saklanan,2015,95,5,73,nm2753462,Kamil Aydin,NA,NA,nm7860448,NA,NA,NA,NA,NA
tt5361794,movie,Possessione demoniaca,2015,\N,6.9,10,nm7869796,NA,NA,NA,nm7869796,NA,NA,NA,NA,NA
tt5365042,movie,Arpat,2015,91,6.8,92,nm7872193,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt5365080,movie,Senior,2015,104,6.1,212,nm0765685,Wisit Sasanatieng,NA,NA,nm0765685,Wisit Sasanatieng,NA,NA,NA,NA
tt5372932,movie,Gudang Kubur,2015,93,3.8,5,nm5486112,Eyra Rahman,NA,NA,\N,NA,NA,NA,NA,NA
tt5376596,movie,The Night of the Wererooster,2015,90,4.9,42,nm3772898,David G. Radford,NA,NA,nm3772898,David G. Radford,NA,NA,NA,NA
tt5389636,movie,Phromajan Suay Phan Sayong,2015,\N,4.1,15,nm4177196,Atsajun Sattakovit,NA,NA,\N,NA,NA,NA,NA,NA
tt5389708,movie,Mon Son Phee,2015,\N,5.9,74,nm3257659,Phontharis Chotkijsadarsopon,NA,NA,\N,NA,NA,NA,NA,NA
tt5457570,movie,Raju Gari Gadhi,2015,135,4.9,177,nm7916958,NA,NA,NA,nm7916958,NA,NA,NA,NA,NA
tt5462904,movie,Jinrou gêmu: Kureijî fokkusu,2015,97,4.2,19,nm7698549,NA,NA,NA,nm7698549,NA,NA,NA,NA,NA
tt5466340,movie,The Duplex,2015,118,2.4,133,nm2392788,Ikechukwu Onyeka,NA,NA,nm7925266,NA,nm3729477,Omoni Oboli,NA,NA
tt5500308,movie,Daughter,2015,86,4.2,62,nm5688071,NA,NA,NA,nm5688071,NA,nm7854296,NA,NA,NA
tt5504474,movie,Midnight Whisper,2015,90,2.2,8,nm2143518,Shiyu Lu,NA,NA,nm10021727,Ning Yang,NA,NA,NA,NA
tt5530736,tvMovie,A Christmas Carol + Zombies,2015,10,4.7,7,nm7827475,NA,NA,NA,nm7827475,NA,NA,NA,NA,NA
tt5594236,movie,Tales of Mystery,2015,\N,6.2,6,nm7591066,NA,nm0948145,Wai Man Yip,nm3718307,Xiaoyang Ding,NA,NA,NA,NA
tt5611140,movie,Salvage,2015,92,7.8,13,nm2012300,Sherad Anthony Sanchez,NA,NA,nm2012300,Sherad Anthony Sanchez,NA,NA,NA,NA
tt5690218,movie,Natasha,2015,81,6.8,6,nm7516995,NA,NA,NA,nm7516995,NA,NA,NA,NA,NA
tt5699652,movie,Villa Nabila,2015,83,5.1,24,nm5366442,Syafiq Yusof,NA,NA,nm8125400,NA,nm8125399,NA,NA,NA
tt5734556,movie,This Woods Is Cursed,2015,82,4.5,28,nm8141972,NA,NA,NA,nm8141977,NA,NA,NA,NA,NA
tt5735218,movie,The Bride,2015,88,5.5,244,nm6692299,NA,NA,NA,nm6692299,NA,nm0406772,Takashige Ichise,nm7687747,NA
tt5978540,movie,The Burrial,2015,48,7,11,nm8058287,NA,NA,NA,nm8062051,NA,nm8058287,NA,NA,NA
tt6409494,tvMovie,Plot No. 666,2015,96,2.9,13,nm8698556,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt6423606,movie,Don't Blink,2015,92,5,30,nm1183120,Travis Oates,NA,NA,\N,NA,NA,NA,NA,NA
tt6543382,movie,Goa 350 KM,2015,84,3.8,20,nm8788497,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt6685082,movie,Calling Bell,2015,123,5.8,16,nm8870320,NA,NA,NA,nm8870320,NA,NA,NA,NA,NA
tt6935730,movie,Trilogy of Bloody Guts,2015,60,1.1,20,nm4285381,Alex Wesley,NA,NA,nm4285381,Alex Wesley,NA,NA,NA,NA
tt7094912,tvMovie,Salem: Witch War Special,2015,30,7.9,54,nm2288785,Matthew Cooke,NA,NA,\N,NA,NA,NA,NA,NA
tt7151154,movie,"Tales from the Crypticon: Midnight Madness: Blood, Bullets, Bombs, Babes, and Badass",2015,113,6,7,nm7520140,NA,nm7419807,NA,nm5742899,NA,nm5742898,NA,nm4431318,Ryan J. Gilmer
tt7555334,movie,Kakak,2015,\N,6.6,8,nm3584758,NA,NA,NA,nm7998318,NA,nm3584758,NA,NA,NA
tt7909786,movie,Grohan,2015,\N,6.3,7,nm9574503,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt8110450,movie,Siren,2015,\N,4.3,6,nm9682083,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt9553008,movie,Rumah Pusaka DiSimpang Jalan,2015,\N,1.6,5,nm1672174,Mamat Khalid,NA,NA,\N,NA,NA,NA,NA,NA
tt0775440,movie,Cell,2016,98,4.3,22707,nm0931095,Tod Williams,NA,NA,nm0000175,Stephen King,nm2085654,Adam Alleca,NA,NA
tt0848554,movie,The Sighting,2016,98,3.7,757,nm1973933,Adam Pitman,nm2202341,David Blair,nm2202341,David Blair,nm1973933,Adam Pitman,nm2203532,Adam Stilwell
tt0926132,movie,Road to Red,2016,120,6.7,371,nm1937564,Tito da Costa,NA,NA,nm0494990,Larry Leahy,nm1937564,Tito da Costa,NA,NA
tt10045260,movie,The Exorcist III: Legion,2016,105,7.5,66,nm0087861,William Peter Blatty,NA,NA,nm0087861,William Peter Blatty,NA,NA,NA,NA
tt10170038,movie,Trivikraman,2016,106,6.9,16,nm10614584,Kranthi Kumar,NA,NA,\N,NA,NA,NA,NA,NA
tt10583610,movie,Die weiße Frau 3,2016,76,4.5,11,nm10738665,Rolf Piaskowski,NA,NA,nm10538600,Niclas Schmidt,NA,NA,NA,NA
tt1078896,movie,Hauntsville,2016,\N,5.7,7,nm0025311,K.C. Amos,nm1115341,Dale Stelly,nm0025311,K.C. Amos,nm1115341,Dale Stelly,NA,NA
tt1082807,movie,The Belko Experiment,2016,89,6.1,39404,nm0572562,Greg McLean,NA,NA,nm0348181,James Gunn,NA,NA,NA,NA
tt1179933,movie,10 Cloverfield Lane,2016,103,7.2,265948,nm0870469,Dan Trachtenberg,NA,NA,nm1061091,Josh Campbell,nm1173295,Matthew Stuecken,nm3227090,Damien Chazelle
tt1183374,movie,Pet,2016,94,5.7,14299,nm2165066,Carles Torrens,NA,NA,nm2916300,Jeremy Slater,NA,NA,NA,NA
tt1267299,tvMovie,The Rocky Horror Picture Show: Let's Do the Time Warp Again,2016,88,4.2,6381,nm0650905,Kenny Ortega,NA,NA,nm0788940,Jim Sharman,nm0639782,Richard O'Brien,NA,NA
tt1331087,movie,*69,2016,100,3.7,22,nm2874989,Elke Blasi,NA,NA,nm2874989,Elke Blasi,NA,NA,NA,NA
tt1389139,movie,When the Bough Breaks,2016,107,5.1,4976,nm0143984,Jon Cassar,NA,NA,nm3357261,Jack Olsen,NA,NA,NA,NA
tt1461395,movie,She Wolf Rising,2016,91,3.2,185,nm3496161,NA,NA,NA,nm3496161,NA,NA,NA,NA,NA
tt1480285,movie,Abattoir,2016,98,4.4,3459,nm1135423,Darren Lynn Bousman,NA,NA,nm4808201,Christopher Monfette,NA,NA,NA,NA
tt1558259,movie,Simple Creature,2016,92,3.9,196,nm3440769,Andrew Finnigan,NA,NA,nm3440769,Andrew Finnigan,NA,NA,NA,NA
tt1626251,movie,Voodoo Rising,2016,82,2.5,64,nm3749181,Eddie Lengyel,NA,NA,nm3749181,Eddie Lengyel,nm3921348,NA,NA,NA
tt1642248,movie,Killer Ink,2016,92,5.7,66,nm3882373,NA,NA,NA,nm3882373,NA,NA,NA,NA,NA
tt1723108,movie,Dead End,2016,90,4,37,nm2340362,Mark Van Woert,NA,NA,nm2340362,Mark Van Woert,NA,NA,NA,NA
tt1821701,movie,Wait Till Helen Comes,2016,87,5,357,nm2001854,Dominic James,NA,NA,nm3721777,Mary Downing Hahn,nm3140890,Victoria Sanchez Mandryk,NA,NA
tt1878841,movie,The Darkness,2016,92,4.4,12644,nm0572562,Greg McLean,NA,NA,nm0572562,Greg McLean,nm2453858,Shayne Armstrong,nm1324960,S.P. Krause
tt1974419,movie,The Neon Demon,2016,117,6.2,74728,nm0716347,Nicolas Winding Refn,NA,NA,nm0716347,Nicolas Winding Refn,nm6890017,NA,nm6031291,NA
tt1977001,movie,Anomalous,2016,100,4.6,413,nm1516572,Hugo Stuven,NA,NA,nm4525742,NA,nm1516572,Hugo Stuven,nm2516677,Fernando Acevedo
tt1982759,movie,Le Sequel,2016,90,6.5,1103,nm2907429,Jason Croot,NA,NA,nm2907429,Jason Croot,NA,NA,NA,NA
tt2078718,movie,Sacrifice,2016,91,5.3,3907,nm1618225,Peter A. Dowling,NA,NA,nm1618225,Peter A. Dowling,nm4711195,Sharon Bolton,NA,NA
tt2105055,movie,Within the Darkness,2016,84,5.6,19,nm1151848,Jonathan Zuck,NA,NA,nm0174012,Cheryl Compton,nm1151848,Jonathan Zuck,NA,NA
tt2106616,movie,Dead South,2016,108,2.7,108,nm0743164,Craig Ross Jr.,NA,NA,nm1327934,Jerry Quickley,NA,NA,NA,NA
tt2184296,movie,Nailed Down,2016,67,4.8,9,nm4932965,Harley David Morris,NA,NA,nm4932965,Harley David Morris,NA,NA,NA,NA
tt2186723,movie,Crazy Fat Ethel,2016,81,6.6,66,nm4366753,Brian Dorton,NA,NA,nm4366753,Brian Dorton,nm0587741,Nick Millard,NA,NA
tt2214951,movie,Dead Down Under,2016,\N,5.9,12,nm4882079,Jason Carthew,NA,NA,nm4882079,Jason Carthew,nm4882544,David Leys,nm4881452,Scott Francis Sowter
tt2237012,movie,The Watcher Self,2016,95,4.5,83,nm5133038,Matt Cruse,NA,NA,nm5133038,Matt Cruse,NA,NA,NA,NA
tt2243784,movie,You're F@#K'n Dead!,2016,100,7.2,21,nm5138654,Jay Spence,NA,NA,nm5138654,Jay Spence,NA,NA,NA,NA
tt2245119,movie,Scars,2016,108,3.8,76,nm1421594,Sean K. Robb,NA,NA,nm1421594,Sean K. Robb,NA,NA,NA,NA
tt2259908,movie,Hermit: Monster Killer,2016,90,5.5,32,nm1806701,Ola Paulakoski,NA,NA,nm0026727,Fred Anderson,nm1806701,Ola Paulakoski,NA,NA
tt2262129,movie,Spidarlings,2016,120,6.9,155,nm3248639,Salem Kapsaski,NA,NA,nm3248639,Salem Kapsaski,NA,NA,NA,NA
tt2262315,movie,The Good Neighbor,2016,98,6.3,14343,nm1227484,Kasra Farahani,NA,NA,nm4919186,Mark Bianculli,nm7343182,NA,NA,NA
tt2267578,movie,Blaze of Gory,2016,110,2.5,630,nm3729042,David V.G. Davies,nm3262576,Mj Dixon,nm5161363,Blaize-Alix Szanto,nm3729042,David V.G. Davies,NA,NA
tt2274752,movie,Model Hunger,2016,84,4.1,134,nm0004193,Debbie Rochon,NA,NA,nm3497963,NA,nm0004193,Debbie Rochon,NA,NA
tt2290473,movie,Consumption,2016,80,3.1,176,nm3356728,Brandon Scullion,NA,NA,nm3356728,Brandon Scullion,NA,NA,NA,NA
tt2301045,movie,Otaku Vampires,2016,114,6.1,32,nm1803668,Christopher Wesley,NA,NA,nm4948710,Nicholas Maertz,nm1803668,Christopher Wesley,NA,NA
tt2306786,movie,Chupacabra Territory,2016,90,5.8,528,nm4298518,Matt McWilliams,NA,NA,nm4298518,Matt McWilliams,NA,NA,NA,NA
tt2310316,movie,Inspiration,2016,87,7.4,591,nm2873946,Jason Armstrong,NA,NA,nm2873946,Jason Armstrong,NA,NA,NA,NA
tt2364673,movie,Frankenstein Created Bikers,2016,125,7,615,nm0081023,James Bickert,NA,NA,nm0081023,James Bickert,NA,NA,NA,NA
tt2364897,movie,The Disappointments Room,2016,85,3.9,8356,nm0142286,D.J. Caruso,NA,NA,nm0589505,Wentworth Miller,nm0142286,D.J. Caruso,NA,NA
tt2368606,movie,The Lost Tree,2016,88,4.9,475,nm1305849,Brian A. Metcalf,NA,NA,nm1305849,Brian A. Metcalf,NA,NA,NA,NA
tt2370228,movie,All I Need,2016,85,4.2,945,nm3344353,Dylan K. Narang,NA,NA,nm3344353,Dylan K. Narang,NA,NA,NA,NA
tt2375585,movie,Demon Hunter,2016,85,3.7,382,nm4692625,Zoe Kavanagh,NA,NA,nm4105723,Tony Flynn,nm4692625,Zoe Kavanagh,NA,NA
tt2378410,movie,Thrill Kill,2016,85,7,12,nm0038383,Giuseppe Asaro,NA,NA,nm5254757,NA,NA,NA,NA,NA
tt2413014,movie,Deceived,2016,92,2.9,26,nm3227506,Carlos Jimenez Flores,NA,NA,nm0064061,Adam Beason,nm1055277,Sevier Crespo,nm1042758,Mike Falkow
tt2425866,movie,American Conjuring,2016,86,2.4,567,nm2004204,Dan Zachary,nm2632931,Dan Walton,nm5051392,Ken King,nm2632931,Dan Walton,NA,NA
tt2451902,movie,Cruiser,2016,75,6.1,12,nm0784769,Randy Ser,NA,NA,nm0378147,Sam Hensley Jr.,NA,NA,NA,NA
tt2462486,movie,Terror House,2016,90,2.3,30,nm1792196,Dianna Renée,NA,NA,nm1792196,Dianna Renée,nm5386120,Ren Slyycr,NA,NA
tt2469200,movie,The Conduit,2016,101,3.4,193,nm2937347,Sixto Melendez,NA,NA,nm2937347,Sixto Melendez,NA,NA,NA,NA
tt2484254,movie,Beautiful Prison,2016,83,4.8,572,nm3524282,NA,NA,NA,nm2118642,Eric Machiela,nm3524282,NA,NA,NA
tt2545538,movie,Hollow Creek,2016,116,4.2,553,nm1377532,Guisela Moro,NA,NA,nm1377532,Guisela Moro,nm0201557,Steve Daron,NA,NA
tt2554842,movie,Girl in Woods,2016,87,3.3,444,nm2021453,Jeremy Benson,NA,NA,nm2021453,Jeremy Benson,NA,NA,NA,NA
tt2565974,movie,Razors: The Return of Jack the Ripper,2016,88,2.4,166,nm0694137,Ian Powell,nm6214333,NA,nm0694137,Ian Powell,nm6214333,NA,NA,NA
tt2571634,movie,Skookum: The Hunt for Bigfoot,2016,100,5.2,33,nm4457201,NA,nm5417328,Rob Gaudet,nm5417328,Rob Gaudet,nm2384787,Debi King McMartin,nm5417747,Lyn Morgan
tt2597342,movie,La Gravedad del Púgil,2016,164,7.4,7,nm2650189,Jorge Mella,NA,NA,nm2650189,Jorge Mella,NA,NA,NA,NA
tt2597892,movie,Viral,2016,85,5.5,7333,nm1160962,Henry Joost,nm1413364,Ariel Schulman,nm3011547,Barbara Marshall,nm0484907,Christopher Landon,NA,NA
tt2614902,movie,The Cursed Man,2016,90,7.2,60,nm3588361,NA,NA,NA,nm3588361,NA,nm5458232,Keith Rommel,NA,NA
tt2667380,movie,Kill Command,2016,99,5.7,12055,nm2684095,Steven Gomez,NA,NA,nm2684095,Steven Gomez,NA,NA,NA,NA
tt2718028,movie,Km 31-2,2016,105,3.6,196,nm0144511,Rigoberto Castañeda,NA,NA,nm0144511,Rigoberto Castañeda,NA,NA,NA,NA
tt2731308,movie,Graves & Bones,2016,82,4.8,155,nm5464408,Anton Sigurdsson,NA,NA,nm5465794,Anton Sigurðsson,NA,NA,NA,NA
tt2736032,movie,She's Allergic to Cats,2016,82,6,36,nm1601708,Michael Reich,NA,NA,nm1601708,Michael Reich,NA,NA,NA,NA
tt2761150,movie,Heinous,2016,\N,4,34,nm3689203,Tony Severio,NA,NA,nm3689203,Tony Severio,NA,NA,NA,NA
tt2769828,movie,Peelers,2016,95,4,1613,nm1555977,Sevé Schelenz,NA,NA,nm2216966,Lisa DeVita,nm1555977,Sevé Schelenz,NA,NA
tt2822960,movie,Fire Worms,2016,83,2,16,nm2316062,William Nelson,NA,NA,nm2316062,William Nelson,NA,NA,NA,NA
tt2836628,movie,Johnny Frank Garrett's Last Word,2016,95,5,1016,nm0750121,Simon Rumley,NA,NA,nm2406892,Ben Ketai,nm0317638,Tony Giglio,nm1199351,Marc Haimes
tt2842938,movie,She Rises,2016,90,4.9,66,nm2624736,Larry Wade Carrell,NA,NA,nm2624736,Larry Wade Carrell,nm0005171,Angus Macfadyen,nm5591566,NA
tt2890572,movie,Tabloid Vivant,2016,105,7,72,nm2360335,Kyle Broom,NA,NA,nm2360335,Kyle Broom,NA,NA,NA,NA
tt2891234,movie,The 6th Friend,2016,85,4.3,260,nm1651446,Letia Clouston,NA,NA,nm2584117,Jamie Bernadette,nm1651446,Letia Clouston,NA,NA
tt2923088,movie,The Windmill,2016,85,4.8,3702,nm1459019,Nick Jongerius,NA,NA,nm1459019,Nick Jongerius,nm0593222,Chris W. Mitchell,nm7853192,NA
tt2923256,movie,Scarred,2016,86,4.2,73,nm3749181,Eddie Lengyel,NA,NA,nm3749181,Eddie Lengyel,NA,NA,NA,NA
tt2938066,movie,The Midnighters,2016,86,7.1,90,nm0287126,Julian Fort,NA,NA,nm0287126,Julian Fort,NA,NA,NA,NA
tt3037632,movie,Field Freak,2016,90,3.1,244,nm4352243,Stephen Folker,NA,NA,nm4352243,Stephen Folker,NA,NA,NA,NA
tt3040224,movie,Smothered,2016,96,3.9,253,nm0773884,John Schneider,NA,NA,nm0773884,John Schneider,NA,NA,NA,NA
tt3065204,movie,The Conjuring 2,2016,134,7.3,201771,nm1490123,James Wan,NA,NA,nm0370937,Chad Hayes,nm0370928,Carey W. Hayes,nm1490123,James Wan
tt3098998,movie,Deadly Signal,2016,75,3.9,125,nm1732403,Brianne Davis,NA,NA,nm5591566,NA,nm0826814,Barbara Stepansky,NA,NA
tt3106878,movie,Hectic Knife,2016,82,6.6,98,nm2429007,Greg DeLiso,NA,NA,nm2429007,Greg DeLiso,nm4132463,Peter Litvin,NA,NA
tt3108988,movie,Paranormal Activity Security Squad,2016,\N,5.4,13,nm2066764,Alexander Wraith,NA,NA,nm2066764,Alexander Wraith,NA,NA,NA,NA
tt3109072,movie,The Caretaker,2016,80,4.1,654,nm2030932,Jeff Prugh,NA,NA,nm3315644,Jeremy Robinson,NA,NA,NA,NA
tt3113386,movie,Where the Devil Dwells,2016,81,4.6,119,nm0760316,Marc-Andre Samson,NA,NA,nm0760316,Marc-Andre Samson,NA,NA,NA,NA
tt3118072,movie,Laurence,2016,100,6.9,9,nm1205684,Stephen Kellam,nm3683544,Richard D. Endacott,nm1205684,Stephen Kellam,NA,NA,NA,NA
tt3127352,movie,LifeRaft,2016,81,3.7,32,nm2057941,Todd Colby Pliss,NA,NA,nm2057941,Todd Colby Pliss,nm5035112,Jacob Shelton,NA,NA
tt3154604,movie,The Red Man,2016,98,4,104,nm2258228,Jimmie Gonzalez,NA,NA,nm2258228,Jimmie Gonzalez,NA,NA,NA,NA
tt3155936,movie,No Reasons,2016,131,7.7,33,nm1980968,Spencer Hawken,NA,NA,nm1980968,Spencer Hawken,NA,NA,NA,NA
tt3161254,movie,Bloody Bobby,2016,\N,8.5,27,nm0963403,Anthony Hall,NA,NA,nm5918816,NA,nm0569503,Ryan McGonagle,NA,NA
tt3161326,movie,Foe,2016,\N,4.1,52,nm1306619,Antoni Solé,NA,NA,nm1306619,Antoni Solé,NA,NA,NA,NA
tt3172668,movie,Inhumanwich!,2016,73,6.2,48,nm4883365,David Cornelius,NA,NA,nm4883365,David Cornelius,NA,NA,NA,NA
tt3174376,movie,Before I Wake,2016,97,6.2,34027,nm1093039,Mike Flanagan,NA,NA,nm1093039,Mike Flanagan,nm3670452,NA,NA,NA
tt3181898,movie,Edgar Allan Poe's Lighthouse Keeper,2016,88,3.9,653,nm0177880,Benjamin Cooper,NA,NA,nm0177880,Benjamin Cooper,nm4768069,Carl Edge,nm0000590,Edgar Allan Poe
tt3184720,movie,Blood Lust,2016,74,2.4,187,nm4284320,Benedict Mart,NA,NA,nm5945077,NA,nm3421587,Fletcher N. Brown,nm4340402,Brigitte Jean Allen
tt3204254,movie,Knucklebones,2016,85,3.6,769,nm1080573,Mitch Wilson,NA,NA,nm1080573,Mitch Wilson,NA,NA,NA,NA
tt3205438,movie,Quadrant 9EV9,2016,88,3.3,91,nm5963224,NA,NA,NA,nm5963234,NA,nm5963224,NA,NA,NA
tt3213654,movie,Chopping Block,2016,82,5,86,nm3852825,Joshua Hull,NA,NA,nm3852825,Joshua Hull,NA,NA,NA,NA
tt3216348,movie,Incarnate,2016,91,5.2,10466,nm0679031,Brad Peyton,NA,NA,nm0159892,Ronnie Christensen,NA,NA,NA,NA
tt3238502,movie,Zombie Spring Breakers,2016,95,3.2,656,nm3591033,NA,NA,NA,nm3591033,NA,NA,NA,NA,NA
tt3239564,movie,The Devil's Hour,2016,119,8,44,nm4300797,Joshua Bruening,NA,NA,nm4300797,Joshua Bruening,nm4300329,Jason 'Bamba' Anderson,NA,NA
tt3297758,movie,Depth,2016,\N,6.9,18,nm2353686,Don Thacker,NA,NA,nm3061932,Mikael Hedberg,nm2353686,Don Thacker,NA,NA
tt3320500,movie,The Axe Murders of Villisca,2016,78,4.1,1597,nm3078322,Tony E. Valenzuela,NA,NA,nm0009200,Kevin Abrams,nm1625382,Owen Egerton,nm3078322,Tony E. Valenzuela
tt3330764,movie,The Neighbor,2016,87,5.7,6585,nm1729303,Marcus Dunstan,NA,NA,nm1729303,Marcus Dunstan,nm1733317,Patrick Melton,NA,NA
tt3333870,movie,Antibirth,2016,94,4.9,2813,nm3725167,Danny Perez,NA,NA,nm3725167,Danny Perez,NA,NA,NA,NA
tt3349728,movie,Ghosting,2016,90,5,101,nm4720830,Kevin Alexander Boon,NA,NA,nm7144471,NA,nm4720830,Kevin Alexander Boon,nm6104321,NA
tt3387542,movie,The Forest,2016,93,4.8,37059,nm4941030,Jason Zada,NA,NA,nm4528537,NA,nm0180506,Sarah Cornwell,nm2406892,Ben Ketai
tt3390550,movie,The Barn,2016,88,5.4,909,nm2988421,Justin M. Seaman,NA,NA,nm2988421,Justin M. Seaman,NA,NA,NA,NA
tt3398178,movie,Ciaran the Demon Hunter,2016,82,6.9,90,nm0533266,Andrew MacKenzie,NA,NA,nm0533266,Andrew MacKenzie,NA,NA,NA,NA
tt3449006,movie,Found Footage 3D,2016,100,5.1,1355,nm3342252,Steven DeGennaro,NA,NA,nm3342252,Steven DeGennaro,NA,NA,NA,NA
tt3473092,movie,10 Seconds to Run,2016,50,4.3,15,nm5221732,NA,NA,NA,nm5030258,Jody S. Dean,nm2801781,Bruce W. Durbin,NA,NA
tt3477620,movie,The Unfolding,2016,90,3.7,695,nm2216909,Eugene McGing,NA,NA,nm2216909,Eugene McGing,NA,NA,NA,NA
tt3509702,movie,Feast of Fear,2016,\N,7,9,nm1233190,John Lechago,NA,NA,nm1233190,John Lechago,NA,NA,NA,NA
tt3527772,movie,Krampus: The Devil Returns,2016,83,1.6,445,nm2382124,Jason Hull,NA,NA,nm2382124,Jason Hull,nm3723164,A.J. Leslie,NA,NA
tt3533916,movie,The Veil,2016,93,4.7,6982,nm0423333,Phil Joanou,NA,NA,nm0304830,Robert Ben Garant,NA,NA,NA,NA
tt3538666,movie,Blood Is Blood,2016,80,4,206,nm6294277,NA,NA,NA,nm6294277,NA,NA,NA,NA,NA
tt3551042,movie,Magi,2016,132,5.5,1813,nm2133921,Hasan Karacadag,NA,NA,nm2133921,Hasan Karacadag,NA,NA,NA,NA
tt3560148,movie,"Fear, Inc.",2016,90,5.6,4100,nm1802233,Vincent Masciale,NA,NA,nm1146612,Luke Barnett,NA,NA,NA,NA
tt3560166,movie,Survival Knife,2016,90,3.6,70,nm3310677,Mike McKown,NA,NA,nm2693408,Jim Towns,NA,NA,NA,NA
tt3562786,movie,Uncaged,2016,95,4.1,1379,nm6319750,NA,NA,NA,nm5546430,NA,nm6319750,NA,NA,NA
tt3563892,movie,Silent Retreat,2016,92,3.7,698,nm2031243,Ace Jordan,NA,NA,nm2031243,Ace Jordan,nm6320585,NA,nm6333772,NA
tt3564860,movie,The Exorcism of Anna Ecklund,2016,75,2.4,952,nm2096009,Andrew Jones,NA,NA,nm2096009,Andrew Jones,NA,NA,NA,NA
tt3569970,movie,Attack of the Lederhosen Zombies,2016,78,4.5,1380,nm1542490,Dominik Hartl,NA,NA,nm1618279,Armin Prediger,nm1542490,Dominik Hartl,NA,NA
tt3591944,movie,Little Red Riding Hood,2016,81,1.6,313,nm3163561,Rene Perez,NA,NA,nm3448380,Barry Massoni,nm3163561,Rene Perez,NA,NA
tt3593978,movie,Witch Hunt,2016,53,5.8,18,nm2780568,Richard Chandler,NA,NA,nm2780568,Richard Chandler,NA,NA,NA,NA
tt3597108,movie,Plan Z,2016,87,3.8,441,nm1667095,Stuart Brennan,NA,NA,nm1667095,Stuart Brennan,NA,NA,NA,NA
tt3610746,movie,Don't Hang Up,2016,83,5.6,11102,nm1835055,Damien Macé,nm2528062,Alexis Wajsbrot,nm1135022,Joe Johnson,NA,NA,NA,NA
tt3612320,movie,Within,2016,88,5.1,4771,nm0165616,Phil Claydon,NA,NA,nm2477891,Gary Dauberman,NA,NA,NA,NA
tt3635788,movie,Halloweed,2016,101,3.5,520,nm2410940,LazRael Lison,NA,NA,nm4566236,Michael Bussan,nm4166723,Dale Zawada,NA,NA
tt3655682,movie,Let's Be Evil,2016,82,4.4,6313,nm1966532,Martin Owen,NA,NA,nm1966532,Martin Owen,nm4707696,Elizabeth Morris,nm2741208,Jonathan Willis
tt3677840,movie,Angel of Reckoning,2016,104,2.5,215,nm1363725,Len Kabasinski,NA,NA,nm1363725,Len Kabasinski,NA,NA,NA,NA
tt3683144,movie,Axe Murdering with Hackley,2016,101,7.7,7,nm1999398,Tim Sanders,NA,NA,nm1856909,Garrett Hargrove,nm3816909,Trey Huguley,nm1999398,Tim Sanders
tt3684500,movie,Downhill,2016,82,3.4,534,nm2651069,Patricio Valladares,NA,NA,nm5306719,NA,nm2651069,Patricio Valladares,NA,NA
tt3685668,movie,Recovery,2016,82,4.5,1620,nm3193346,Darrell Wheat,NA,NA,nm3014597,Kyle Arrington,nm3193346,Darrell Wheat,NA,NA
tt3688642,movie,Citrus Springs,2016,82,3.4,20,nm2660723,Bryan Baca,NA,NA,nm2660723,Bryan Baca,NA,NA,NA,NA
tt3697398,movie,The Possession Experiment,2016,84,3.5,673,nm2359817,Scott B. Hansen,NA,NA,nm4078313,Mary J. Dixon,nm2359817,Scott B. Hansen,NA,NA
