tconst,titleType,primaryTitle,year,runtimeMinutes,averageRating,numVotes,d1,dn1,d2,dn2,w1,wn1,w2,wn2,w3,wn3
tt4301440,movie,Killer Piñata,2015,87,5,64,nm1451518,Stephen Tramontana,NA,NA,nm1431975,Megan Macmanus,nm1451518,Stephen Tramontana,nm7007648,NA
tt4308714,movie,Other Halves,2015,90,3.3,237,nm2284440,Matthew T. Price,NA,NA,nm2284440,Matthew T. Price,nm2817515,Kelly Morr,NA,NA
tt4312310,movie,Steve: Death Collector,2015,90,5.6,8,nm4436215,Missy Dawn,NA,NA,nm1514490,Eamon Hardiman,NA,NA,NA,NA
tt4328146,movie,Le scaphandrier,2015,78,4.6,135,nm7032039,NA,NA,NA,nm7032039,NA,NA,NA,NA,NA
tt4328584,movie,"Devil's Backbone, Texas",2015,80,4.2,553,nm0908411,Jake Wade Wall,NA,NA,nm0908411,Jake Wade Wall,NA,NA,NA,NA
tt4328798,movie,Masss,2015,151,6,3162,nm1862815,Venkat Prabhu,NA,NA,nm9130528,NA,nm4157919,Madhan Karky,nm1862815,Venkat Prabhu
tt4330112,movie,Chillers,2015,75,3.9,13,nm1774040,Tyler Benjamin,NA,NA,nm3776263,Jennifer Loomis,NA,NA,NA,NA
tt4333692,movie,Keep Running. Zombie Soldier!,2015,\N,4.4,44,nm2565292,Tanwarin Sukkhapisit,NA,NA,nm5015407,Chakorn Chaiprecha,nm2565292,Tanwarin Sukkhapisit,NA,NA
tt4355080,movie,The G-string Horror: Demon Cut,2015,73,4.9,7,nm5023257,Charles Webb,NA,NA,\N,NA,NA,NA,NA,NA
tt4368072,movie,Helak: Kayip Köy,2015,\N,4.3,253,nm6356309,NA,NA,NA,nm6356309,NA,NA,NA,NA,NA
tt4368086,movie,The Devil Lives Here,2015,80,5.2,198,nm4923135,Rodrigo Gasparini,nm7062036,NA,nm7062037,NA,nm4923833,Rafael Baliú,nm2011369,M.M. Izidoro
tt4369076,movie,Take Back the Knife,2015,80,4.5,13,nm4167352,Matt Storc,NA,NA,nm4167352,Matt Storc,NA,NA,NA,NA
tt4375062,movie,The Painting: The Art of Slaying,2015,96,5.8,24,nm0745074,Robert Rothbard,NA,NA,nm7067860,NA,nm0745074,Robert Rothbard,NA,NA
tt4379024,movie,Tuyul: Part 1,2015,95,6,82,nm4479905,NA,NA,NA,nm4479905,NA,nm3652657,NA,nm7070119,NA
tt4379224,movie,Domo,2015,70,1.5,19,nm7070364,NA,NA,NA,nm7070365,NA,nm7070364,NA,NA,NA
tt4379480,movie,Sickle,2015,89,4.9,130,nm2400388,Forris Day Jr.,nm3062127,Geno McGahee,nm3062127,Geno McGahee,NA,NA,NA,NA
tt4386242,tvMovie,R.L. Stine's Monsterville: Cabinet of Souls,2015,86,5.7,1706,nm0217938,Peter DeLuise,NA,NA,nm0113126,Billy Brown,nm0029445,Dan Angel,nm0830419,R.L. Stine
tt4392454,movie,13 Cameras,2015,87,5.1,4046,nm7082397,NA,NA,NA,nm7082397,NA,NA,NA,NA,NA
tt4396584,movie,Follow,2015,74,4.8,573,nm1625382,Owen Egerton,NA,NA,nm1625382,Owen Egerton,NA,NA,NA,NA
tt4401702,movie,Haman,2015,95,5,8,nm7088916,NA,NA,NA,nm7088916,NA,NA,NA,NA,NA
tt4402074,movie,StaggeR .0,2015,45,3.6,54,nm2428088,Paul T.T. Easter,NA,NA,nm2428088,Paul T.T. Easter,NA,NA,NA,NA
tt4402410,movie,The Haunter of the Dark,2015,83,5.7,57,nm6709249,NA,NA,NA,nm6709249,NA,nm0522454,H.P. Lovecraft,NA,NA
tt4432798,movie,The Walkers Among Us,2015,100,7.6,26,nm5277601,NA,NA,NA,nm5277601,NA,nm3051870,Ian Vacek,NA,NA
tt4439120,movie,Tag,2015,85,6.1,4500,nm0814469,Sion Sono,NA,NA,nm2179863,Yûsuke Yamada,nm0814469,Sion Sono,NA,NA
tt4441422,movie,Hangman,2015,85,4.6,1743,nm0556573,Adam Mason,NA,NA,nm1899220,Simon Boyes,nm0556573,Adam Mason,NA,NA
tt4442126,movie,Hulk Blood Tapes,2015,79,3,40,nm1714788,Jared Cohn,NA,NA,\N,NA,NA,NA,NA,NA
tt4448082,movie,Betamax,2015,\N,6,14,nm7122388,NA,nm1310935,Damon Packard,nm1951568,Michael Etoll,nm1310935,Damon Packard,NA,NA
tt4448446,movie,Zhigrana,2015,125,8.2,69,nm4858784,Pasang Lama,NA,NA,nm4858784,Pasang Lama,NA,NA,NA,NA
tt4450624,movie,Ouija Summoning,2015,90,3,369,nm4065469,Marwan Mokbel,NA,NA,nm4065469,Marwan Mokbel,NA,NA,NA,NA
tt4483220,movie,The Funhouse Massacre,2015,90,5.2,2872,nm1558526,Andy Palmer,NA,NA,nm2384265,Ben Begley,nm1792165,Renee Dorian,NA,NA
tt4489478,movie,Fallen Soldiers,2015,85,4.4,67,nm0858531,Bill Thomas,NA,NA,nm0858531,Bill Thomas,nm3993155,Ian Thomas,NA,NA
tt4504188,movie,Death-Scort Service,2015,79,5.7,99,nm4896071,Sean Donohue,NA,NA,nm4896071,Sean Donohue,nm1452701,Chris Woods,NA,NA
tt4511566,movie,Navy Seals vs. Zombies,2015,97,3.3,1783,nm0057287,Stanton Barrett,NA,NA,nm5908948,NA,nm0139416,Matthew Carpenter,NA,NA
tt4513878,movie,Massage Parlor of Death,2015,67,4.5,49,nm1694460,Richard Mogg,NA,NA,nm1694460,Richard Mogg,NA,NA,NA,NA
tt4516376,movie,The Abstract Heart,2015,86,6,18,nm5100203,Nathaniel Davis,NA,NA,nm5100203,Nathaniel Davis,NA,NA,NA,NA
tt4519104,movie,The Sacrifice,2015,103,3.3,39,nm0411290,Ricardo Islas,NA,NA,nm0411290,Ricardo Islas,NA,NA,NA,NA
tt4520312,movie,Münafik,2015,\N,4.7,225,nm7187181,NA,NA,NA,nm7187181,NA,NA,NA,NA,NA
tt4520340,movie,Last Girl Standing,2015,91,4.8,1063,nm5464755,Benjamin R. Moody,NA,NA,nm5464755,Benjamin R. Moody,NA,NA,NA,NA
tt4521254,movie,Aylesbury Dead,2015,\N,5.7,15,nm7188359,NA,NA,NA,nm7188359,NA,NA,NA,NA,NA
tt4527400,movie,Monster: The Prehistoric Project,2015,79,1.4,117,nm4347209,Lisa Palenica,NA,NA,nm2952588,Carlos Perez,NA,NA,NA,NA
tt4527698,movie,Flesh of My Flesh,2015,90,5,12,nm1476719,Edward Martin III,NA,NA,nm1476719,Edward Martin III,NA,NA,NA,NA
tt4528156,movie,Fun Time,2015,77,6,31,nm6723428,NA,NA,NA,nm6723428,NA,NA,NA,NA,NA
tt4530804,movie,Corpse Party,2015,93,4.8,330,nm1925423,Masafumi Yamada,NA,NA,nm3255305,Yoshimasa Akamatsu,NA,NA,NA,NA
tt4530884,movie,I Spit on Your Grave: Vengeance is Mine,2015,92,5.2,10280,nm5189759,R.D. Braunstein,NA,NA,nm0318319,Daniel Gilboy,NA,NA,NA,NA
tt4533604,movie,Exposure,2015,90,4,30,nm7199643,NA,NA,NA,nm7199643,NA,NA,NA,NA,NA
tt4534492,movie,In the Dark,2015,85,4.2,139,nm1321242,David Buchert,nm1636723,Chris St.Croix,nm1321242,David Buchert,nm1636723,Chris St.Croix,NA,NA
tt4543902,movie,Black Hand,2015,96,4.1,19,nm7209353,NA,NA,NA,nm7209353,NA,NA,NA,NA,NA
tt4546704,movie,3:33 a.m.,2015,139,3.3,64,nm3048607,Daniel Falicki,NA,NA,nm2681966,Sheri Beth Dusek,nm3048607,Daniel Falicki,nm1499226,Anthony E. Griffin
tt4547334,movie,BEDTIMESCARRIES.com,2015,70,3.7,21,nm3512613,NA,NA,NA,nm6262846,NA,nm3512613,NA,NA,NA
tt4547832,movie,Death Forest 2,2015,70,1.9,469,nm7211413,NA,NA,NA,nm7211419,NA,nm5212099,NA,NA,NA
tt4548754,movie,Nopperabou,2015,50,7.5,19,nm7215044,NA,NA,NA,nm4245001,Christopher McCombs,nm7215044,NA,NA,NA
tt4552524,movie,Jeruzalem,2015,94,4.7,7754,nm3575912,NA,nm3576329,NA,nm3575912,NA,nm3576329,NA,NA,NA
tt4565982,movie,Toxin: 700 Days Left on Earth,2015,\N,7.4,12,nm3205229,Shawn Welling,NA,NA,nm5898882,NA,nm7043397,NA,nm3205229,Shawn Welling
tt4567486,movie,The Mind's Eye,2015,87,4.5,1542,nm3976308,Joe Begos,NA,NA,nm3976308,Joe Begos,NA,NA,NA,NA
tt4568370,movie,Blind Sun,2015,88,5.5,281,nm2171755,Joyce A. Nashawati,NA,NA,nm2171755,Joyce A. Nashawati,NA,NA,NA,NA
tt4573906,movie,Fear Itself,2015,88,6.2,345,nm5950300,NA,NA,NA,nm5950300,NA,NA,NA,NA,NA
tt4584814,movie,Alice: Boy from Wonderland,2015,122,6,166,nm3726993,Eunhee Huh,NA,NA,nm3726993,Eunhee Huh,NA,NA,NA,NA
tt4585962,movie,Puaka Balai Gombak,2015,78,4.2,6,nm7246057,NA,NA,NA,nm7246068,NA,NA,NA,NA,NA
tt4586114,movie,A Night of Horror Volume 1,2015,88,4.2,363,nm3194696,Bossi Baker,nm1328626,Nicholas Colla,nm3194696,Bossi Baker,nm5387702,Dan Berghofer,nm4234112,Claire D'Este
tt4586136,movie,Tsunambee,2015,82,2.1,135,nm1476401,Milko Davis Main Director,nm0554378,Thomas Martwick,nm1476401,Milko Davis Main Director,NA,NA,NA,NA
tt4588032,movie,All Night Long,2015,70,5.5,6,nm1194585,Tamae Garateguy,nm1938574,Jimena Monteoliva,nm1194585,Tamae Garateguy,nm1938574,Jimena Monteoliva,NA,NA
tt4590904,tvMovie,Rellik,2015,\N,7.6,13,nm0750913,Tim Russ,NA,NA,nm5708793,NA,nm4353594,Craig DeLuz,nm4533952,NA
tt4591226,movie,The Last House,2015,91,2.4,101,nm2113026,Sean Cain,NA,NA,nm3211624,Wes Laurie,NA,NA,NA,NA
tt4597430,movie,Avunu Part 2,2015,198,5.2,43,nm2560181,Ravi Babu,NA,NA,nm2560181,Ravi Babu,nm0766463,Satyanand,NA,NA
tt4597482,movie,Flat Water Terrors Volume 1,2015,\N,5.1,8,nm1786111,Dorothy Booraem,nm3488099,NA,nm5624944,NA,nm4867407,Tony Crumpton,nm2925337,Greg Gale
tt4599860,movie,Autumn's End,2015,80,6.1,32,nm3761537,Jerry J. White III,NA,NA,nm4109519,Raymond Creamer,nm1931176,Sarah Carman,nm3761537,Jerry J. White III
tt4610876,movie,Channel 13,2015,74,5.9,15,nm0689789,Mark Polonia,NA,NA,\N,NA,NA,NA,NA,NA
tt4616448,movie,Lights Camera Blood!,2015,82,5.1,15,nm1750764,Kevin Doherty,NA,NA,nm1750764,Kevin Doherty,NA,NA,NA,NA
tt4619830,movie,The Grayhaven Maniac,2015,\N,4,5,nm1866451,Richard Donahue,nm4174957,Justin Williams,nm1866451,Richard Donahue,nm4174957,Justin Williams,NA,NA
tt4627432,movie,Or So the Story Goes: Happy Thoughts,2015,70,7.1,26,nm6420637,NA,NA,NA,nm6420637,NA,nm5140661,Melissa Malone,NA,NA
tt4642762,movie,Ana,2015,65,4.1,9,nm1780704,Frederick Maheux,NA,NA,nm1780704,Frederick Maheux,NA,NA,NA,NA
tt4643328,movie,The Toxic Retards,2015,74,6.4,5,nm0837709,Carl J. Sukenick,NA,NA,nm0837709,Carl J. Sukenick,NA,NA,NA,NA
tt4644510,movie,P=wp L'Energie Sombre,2015,\N,7.8,6,nm0297654,Leonardo Fuica,NA,NA,nm0297654,Leonardo Fuica,nm7291309,NA,NA,NA
tt4650510,movie,Freddy vs Dylan,2015,73,3.9,17,\N,NA,NA,NA,nm7293445,NA,NA,NA,NA,NA
tt4654818,movie,Cemetery Legend,2015,60,7.5,34,nm5954636,NA,NA,NA,nm5954636,NA,NA,NA,NA,NA
tt4654864,movie,Anthology of Horror 2,2015,71,7.1,31,nm6572949,NA,nm6709249,NA,nm5954636,NA,nm6709249,NA,nm6572949,NA
tt4658908,movie,Grandmother's Farm Part 2,2015,\N,7.4,24,nm3732670,Ahmed Zain,NA,NA,nm5543337,NA,NA,NA,NA,NA
tt4660950,movie,Gehenna: Darkness Unleashed,2015,120,5.6,12,nm3930701,Kazarr,NA,NA,nm4584887,Caleb J. Jackson,nm3930701,Kazarr,NA,NA
tt4662694,movie,Beware of the Klowns,2015,\N,6.8,17,nm5357378,Tim Wolak,NA,NA,nm5357378,Tim Wolak,NA,NA,NA,NA
tt4666242,movie,13 Weird Stories,2015,123,5.9,27,nm4803795,Felipe M. Guerra,nm7310542,NA,nm7396056,NA,nm0047063,Petter Baiestorf,nm3287020,Paulo Biscaia Filho
tt4666748,movie,ErOddity(s) 2,2015,94,4.8,60,nm1432654,Steven Vasquez,NA,NA,nm1432654,Steven Vasquez,NA,NA,NA,NA
tt4667322,movie,Dark Seduction,2015,81,4.7,16,nm0871393,Greg Travis,NA,NA,nm0083966,Steve Bishart,nm0871393,Greg Travis,NA,NA
tt4667842,movie,Necrophiliac: The Lustful Dead,2015,63,5,13,nm2563700,Jason Impey,nm1620124,Wade Radford,nm1620124,Wade Radford,NA,NA,NA,NA
tt4670270,movie,Under the Rainbow,2015,75,6.2,8,nm3334026,Luke Ramer,NA,NA,nm3334026,Luke Ramer,NA,NA,NA,NA
tt4671212,movie,NH-8: Road to Nidhivan,2015,95,2.9,30,nm7315088,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt4689996,movie,The Entity,2015,80,4.3,385,nm1823279,Eduardo Schuldt,NA,NA,nm1823279,Eduardo Schuldt,nm2383584,Sandro Ventura,NA,NA
tt4690052,movie,Through the Shadow,2015,106,5.1,127,nm0510623,Walter Lima Jr.,NA,NA,nm2115315,Nelson Caldas,nm0266045,Adriana Falcão,nm0416556,Henry James
tt4726844,movie,CONDEMNED,2015,80,5.9,60,nm2416278,J.P. Davidson,NA,NA,nm2416278,J.P. Davidson,NA,NA,NA,NA
tt4736136,movie,Wolf Attack,2015,72,7.5,96,nm7043144,NA,NA,NA,nm7285321,NA,nm7040600,NA,nm1509383,Nicki Harris
tt4757164,movie,Presagio,2015,86,6.1,19,nm2233408,Matías Salinas,NA,NA,nm2233408,Matías Salinas,NA,NA,NA,NA
tt4761908,movie,Dracula A.D. 2015,2015,59,6.8,26,nm5298993,NA,NA,NA,nm5298993,NA,NA,NA,NA,NA
tt4761912,movie,The Vesuvius Xperiment,2015,47,5.4,5,nm5298993,NA,NA,NA,nm5298993,NA,NA,NA,NA,NA
tt4762630,movie,Unholy,2015,82,5.1,45,nm5541436,NA,NA,NA,nm5541436,NA,NA,NA,NA,NA
tt4764942,movie,Deccal,2015,94,3.2,504,nm6356309,NA,NA,NA,nm6356309,NA,nm4692000,Alper Kivicim,NA,NA
tt4767884,movie,Dracula Reborn,2015,102,1.8,405,nm0524006,Attila Luca,NA,NA,nm0524006,Attila Luca,NA,NA,NA,NA
tt4779826,movie,Flesh for the Inferno,2015,85,4.1,110,nm1075618,Richard Griffin,NA,NA,nm3623156,NA,NA,NA,NA,NA
tt4785524,movie,Bikini Mayhem,2015,78,3.7,107,nm2022104,Eric Williford,NA,NA,nm2022104,Eric Williford,NA,NA,NA,NA
tt4786222,movie,Maya,2015,82,5.2,106,nm3220988,Jawad Bashir,NA,NA,nm7401790,NA,NA,NA,NA,NA
tt4798440,movie,Brutal Colors,2015,74,3.5,50,nm5208945,NA,NA,NA,nm5208945,NA,nm7557470,NA,NA,NA
tt4835410,movie,ALIVE: An Undead Survival Series Volume 2,2015,\N,4.1,7,nm4143428,Phill Beith,nm6742480,NA,nm6045344,NA,NA,NA,NA,NA
tt4848314,movie,Shadow World: The Haunting of Mysti Delane,2015,75,4.5,14,nm3048607,Daniel Falicki,NA,NA,nm0189883,Warren Croyle,nm1621719,Jeffrey Palmer,NA,NA
tt4851476,movie,Sharknado: Feeding Frenzy,2015,78,3.9,207,nm0905684,Jeremy Wagener,NA,NA,nm0905684,Jeremy Wagener,NA,NA,NA,NA
tt4853086,tvMovie,Purple Guy,2015,\N,7.5,17,nm4093769,Sy Cody White,NA,NA,nm4485114,NA,nm4093769,Sy Cody White,NA,NA
tt4853318,movie,The Welder,2015,\N,7.1,16,nm7452116,NA,NA,NA,nm7452116,NA,NA,NA,NA,NA
tt4854194,movie,Yamamoto Eri becomes Recoverability Zero,2015,82,6.1,13,nm7453167,NA,NA,NA,nm7453167,NA,NA,NA,NA,NA
tt4858006,movie,Asymmetric,2015,102,6.9,9,nm7456181,NA,NA,NA,nm7456181,NA,NA,NA,NA,NA
tt4858474,movie,The Id,2015,87,4.5,167,nm1443120,Thommy Hutson,NA,NA,nm6864035,NA,NA,NA,NA,NA
tt4858722,movie,Joel D. Wynkoop's Slasher Weekend,2015,90,5.8,18,nm0943944,Joel D. Wynkoop,NA,NA,nm0943944,Joel D. Wynkoop,NA,NA,NA,NA
tt4859032,movie,The Ouija Exorcism,2015,87,2.2,432,nm1575988,Nick Slatkin,NA,NA,nm1575988,Nick Slatkin,NA,NA,NA,NA
tt4859526,movie,Friend Request,2015,106,4.9,15,nm3749594,Aditya Om,NA,NA,nm3749594,Aditya Om,NA,NA,NA,NA
tt4881208,movie,Dead Slow Ahead,2015,74,6.8,313,nm1761501,Mauro Herce,NA,NA,nm1761501,Mauro Herce,nm2187552,Manuel Muñoz Rivas,NA,NA
tt4881302,movie,The Strange House,2015,87,4.6,102,nm0659380,Danny Pang,NA,NA,nm5688071,NA,nm8718785,NA,nm0659380,Danny Pang
tt4882574,movie,Hotel Infierno,2015,84,5.7,20,nm7473846,NA,NA,NA,nm7473846,NA,NA,NA,NA,NA
tt4885814,movie,Who in the Pool,2015,90,3.6,31,nm7476552,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt4887346,movie,The SocialPath,2015,\N,5.2,6,\N,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt4890154,movie,The Abducted,2015,\N,8.5,46,nm3583561,NA,NA,NA,nm3583561,NA,NA,NA,NA,NA
tt4895910,movie,Killbillies,2015,83,5.2,473,nm6494815,NA,NA,NA,nm6494815,NA,NA,NA,NA,NA
tt4901106,movie,Alena,2015,59,5.1,15,nm0223919,Daniel di Grado,NA,NA,nm0315440,Kerstin Gezelius,nm3219521,Alexander Onofri,nm0223919,Daniel di Grado
tt4901756,movie,Queen of Spades: The Dark Rite,2015,92,5.4,1181,nm5276483,NA,NA,NA,nm5276483,NA,NA,NA,NA,NA
tt4903100,movie,Bangunan,2015,\N,5.1,15,nm5787346,NA,nm1816408,Khir Rahman,nm5787346,NA,nm1816408,Khir Rahman,NA,NA
tt4913144,movie,Spooked in Bridgewater,2015,85,7,9,nm5892174,NA,NA,NA,nm5892174,NA,NA,NA,NA,NA
tt4914264,movie,Fester,2015,\N,7.7,19,nm1699123,Emir Skalonja,NA,NA,nm1699123,Emir Skalonja,NA,NA,NA,NA
tt4926042,tvMovie,Night of the Wild,2015,89,3,600,nm0714599,Eric Red,NA,NA,nm3226880,Delondra Mesa,NA,NA,NA,NA
tt4927574,movie,Sijjin 2,2015,86,6.6,1922,nm2201450,Alper Mestçi,NA,NA,nm2201450,Alper Mestçi,nm1802425,Ersan Özer,NA,NA
tt4927652,movie,Seytan-i Racim 2: Ifrit,2015,85,2.6,125,nm2201408,Murat Toktamisoglu,NA,NA,nm2201408,Murat Toktamisoglu,NA,NA,NA,NA
tt4929720,movie,Patchwork,2015,86,5.8,1408,nm3225709,Tyler MacIntyre,NA,NA,nm3273770,Chris Lee Hill,nm3225709,Tyler MacIntyre,NA,NA
tt4949418,movie,The Case Files,2015,50,7,8,nm3812090,Marvin Suarez,NA,NA,nm3812090,Marvin Suarez,NA,NA,NA,NA
tt4953038,movie,Black Water Wilderness,2015,88,4.1,61,nm3332461,Michael William Gordon,NA,NA,nm3332461,Michael William Gordon,nm3702728,Adam David Hunnicutt,NA,NA
tt4954602,movie,Thamisra,2015,\N,7,34,nm7530074,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt4958596,movie,Francesca,2015,80,5.2,360,nm6218834,NA,NA,NA,nm6218834,NA,nm6218837,NA,NA,NA
tt4960576,movie,Kristen,2015,86,5.8,239,nm1496066,Mark Weistra,NA,NA,nm1496066,Mark Weistra,NA,NA,NA,NA
tt4966700,tvMovie,Springtrap: Two Evil Eyes,2015,1,7.3,19,nm7541627,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt4967920,movie,Dabbe (Dab6e),2015,160,5.7,2046,nm2133921,Hasan Karacadag,NA,NA,nm9202518,NA,nm2133921,Hasan Karacadag,NA,NA
tt4968570,movie,Unakkenna Venum Sollu: What Do You Want...,2015,122,6,60,nm3891468,NA,NA,NA,nm6267122,NA,nm3891468,NA,nm3332393,Srikrishna Sivakumar
tt4968808,movie,Dead Strange Jam,2015,79,4.4,8,nm4923896,Peter Murfet,nm4923119,Marcus Caballero,nm4086158,Nick Box,nm4923119,Marcus Caballero,nm5381103,Kurt Dirt
tt4973214,movie,Hiker,2015,92,3.4,5,nm2887134,Freddie Smith,NA,NA,nm2887134,Freddie Smith,nm2886399,Alyssa Tabit,NA,NA
tt4993990,movie,Die Ontwaking,2015,97,6.5,22,nm0106709,Johnny Breedt,NA,NA,nm0106709,Johnny Breedt,nm10546471,Chris Karsten,NA,NA
tt5000686,movie,For a Few Zombies More,2015,95,5.1,50,nm1699691,Chuck Hartsell,nm1699744,Chance Shirley,nm1699691,Chuck Hartsell,nm1808013,Michael Shelton,nm1699744,Chance Shirley
tt5004766,movie,Birdboy: The Forgotten Children,2015,76,7.3,1599,nm1038878,Pedro Rivero,nm4180240,Alberto Vázquez,nm0213235,Joe Deasy,nm1038878,Pedro Rivero,nm1315809,Stephanie Sheh
tt5005588,tvMovie,Jour de Vampires,2015,22,5.4,5,nm3111911,Alexandre Bélanger,nm7570775,NA,nm3111911,Alexandre Bélanger,nm7570778,NA,nm7570777,NA
tt5018032,movie,Absolute Zombies,2015,75,2.4,44,nm1487445,Johnny Markussen,NA,NA,\N,NA,NA,NA,NA,NA
tt5028388,movie,American Guinea Pig: Bloodshock,2015,98,5,190,nm1155596,Marcus Koch,NA,NA,nm2548099,Stephen Biro,NA,NA,NA,NA
tt5033000,movie,Jaws 19,2015,63,4.6,200,nm5954636,NA,nm7541803,NA,nm5954636,NA,NA,NA,NA,NA
tt5044244,movie,Ushikoku ni mairu,2015,98,1,390,nm3939650,Naoyoshi Kawamatsu,NA,NA,nm3939650,Naoyoshi Kawamatsu,NA,NA,NA,NA
tt5049416,movie,Resureksyon,2015,80,6.8,12,nm3094507,Borgy Torre,NA,NA,nm1841063,Richard Somes,nm0560277,Erik Matti,nm1293834,Ronald Stephen Monteverde
tt5052966,tvMovie,Ominous,2015,87,4,495,nm0838289,Peter Sullivan,NA,NA,nm1788721,Chris Regina,nm2621214,Justin Smith,nm0838289,Peter Sullivan
tt5068856,movie,Scary House,2015,99,6.4,12,nm1628232,Byeong-gan Yang,NA,NA,\N,NA,NA,NA,NA,NA
tt5068858,movie,Malice,2015,98,5.5,11,\N,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt5078180,movie,Disintegration,2015,\N,4.2,8,nm0930396,David R. Williams,NA,NA,nm0930396,David R. Williams,NA,NA,NA,NA
tt5078188,movie,The Tag-Along,2015,93,5.4,1354,nm7415410,NA,NA,NA,nm4340065,Shih-Keng Chien,NA,NA,NA,NA
tt5080804,movie,The Hexecutioners,2015,95,4,439,nm2373713,Jesse Thomas Cook,NA,NA,nm2997229,Tony Burgess,NA,NA,NA,NA
tt5087420,movie,Dark Prism,2015,106,3.7,26,nm6663772,NA,NA,NA,nm2599602,Stephanie Domini,nm7631895,NA,nm6663772,NA
tt5089740,movie,Reel,2015,79,6.7,65,nm3972495,Chris Good Goodwin,NA,NA,nm3972495,Chris Good Goodwin,NA,NA,NA,NA
tt5091888,movie,Bill Huckstabelle: Serial Rapist,2015,60,5.6,30,nm3804326,Jerry Landi,NA,NA,nm3804326,Jerry Landi,nm7378176,NA,nm2922915,Sean Weathers
tt5103486,movie,The Witching Hour,2015,50,5,5,nm5541436,NA,NA,NA,nm5541436,NA,NA,NA,NA,NA
tt5109028,movie,Solus,2015,61,2.8,24,nm7650148,NA,NA,NA,nm7650148,NA,NA,NA,NA,NA
tt5113926,tvMovie,They Found Hell,2015,87,4.8,1784,nm0528963,Nick Lyon,NA,NA,nm1140089,Neil Elman,nm1955614,Nicole Jones-Dion,NA,NA
tt5113986,movie,Rorschach,2015,75,5.7,433,nm7653700,NA,NA,NA,nm7653700,NA,NA,NA,NA,NA
tt5143736,movie,Maskoun,2015,96,3.9,10,nm3254935,Sharif Abdunnur,nm5188019,Krystle Houiess,nm3254935,Sharif Abdunnur,nm5188019,Krystle Houiess,NA,NA
tt5144236,movie,Glass,2015,77,3.4,32,nm1410503,Vince D'Amato,NA,NA,nm1410503,Vince D'Amato,NA,NA,NA,NA
tt5154528,movie,Cin Kuyusu,2015,79,4.9,412,nm2201408,Murat Toktamisoglu,NA,NA,nm2201408,Murat Toktamisoglu,NA,NA,NA,NA
tt5157030,movie,Keeper of Darkness,2015,105,5.8,965,nm0156533,Nick Cheung,NA,NA,nm0156533,Nick Cheung,nm0947813,Sin Ling Yeung,NA,NA
tt5158660,movie,Azap,2015,\N,5,135,nm5533688,NA,nm5534125,NA,nm5533688,NA,nm5534125,NA,NA,NA
tt5159734,movie,Ouija: Game Never Ends,2015,119,7.7,1389,nm7694606,NA,NA,NA,nm10481130,Padmavathi Rajakakarlapudi,nm5852404,NA,NA,NA
tt5168724,tvMovie,Fifth Hollar,2015,\N,8.3,7,nm7701437,NA,NA,NA,nm7428837,NA,NA,NA,NA,NA
tt5171288,movie,Bad Fruit,2015,\N,5,7,nm2522535,Kimberley Crossman,NA,NA,nm2522535,Kimberley Crossman,nm6648015,NA,NA,NA
tt5172900,movie,Balka Illi,2015,49,6.7,28,nm5954636,NA,NA,NA,nm5954636,NA,nm7705222,NA,NA,NA
tt5180118,movie,Maria Labo,2015,97,5.8,18,nm0899156,Roi Vinzon,NA,NA,\N,NA,NA,NA,NA,NA
tt5195730,movie,Memento Mortis,2015,80,4.2,20,nm6847666,NA,NA,NA,nm6847666,NA,NA,NA,NA,NA
tt5203722,movie,Delirium,2015,79,6.3,12,nm6021959,NA,NA,NA,nm6021959,NA,NA,NA,NA,NA
tt5206388,movie,Fearsville,2015,75,5.4,14,nm4083310,Joseph Aguon Drake,NA,NA,nm4083310,Joseph Aguon Drake,NA,NA,NA,NA
tt5206834,movie,Bloody Scum,2015,\N,5.6,7,nm4745291,Tommy Slama,NA,NA,nm4745291,Tommy Slama,NA,NA,NA,NA
tt5207334,movie,Scanners: Dopplegayners,2015,46,6.2,5,nm0535734,Germán Magariños,NA,NA,nm2568198,Vic Cicuta,nm0535734,Germán Magariños,NA,NA
tt5209276,movie,Wang Fam,2015,110,7.8,59,nm1212770,Wenn V. Deramas,NA,NA,nm1212770,Wenn V. Deramas,nm0215853,Mel Mendoza-Del Rosario,NA,NA
tt5226370,movie,Misterius,2015,81,4.9,8,nm3784179,Muhammad Yusuf,NA,NA,nm3784179,Muhammad Yusuf,NA,NA,NA,NA
tt5241380,movie,Resurrection,2015,102,5.2,487,nm1449455,Gonzalo Calzada,NA,NA,nm1449455,Gonzalo Calzada,NA,NA,NA,NA
tt5246928,movie,The Mildew from Planet Xonader,2015,85,5.7,438,nm4898626,Giulio De Santi,nm3309599,Neil Meschino,nm4898626,Giulio De Santi,nm3334851,Dave Fogerson,nm7156659,NA
tt5251598,movie,Mezhzvyozdnyie voyny. Sila probuzhdayetsya,2015,48,6.7,45,nm5954636,NA,NA,NA,nm5954636,NA,NA,NA,NA,NA
